COD_UF;COD_MUN;COD_ESPECIE;LATITUDE;LONGITUDE;NV_GEO_COORD
35;3526902;2;-22.564394;-47.399017;1
35;3526902;6;-22.564394;-47.399017;1
35;3526902;1;-22.564250;-47.399049;1
35;3526902;1;-22.564283;-47.399166;1
35;3526902;2;-22.564121;-47.399482;1
35;3526902;6;-22.564121;-47.399482;1
35;3526902;6;-22.563951;-47.399381;1
35;3526902;6;-22.564941;-47.398488;1
35;3526902;6;-22.564779;-47.398391;1
35;3526902;4;-22.563150;-47.400105;1
35;3526902;6;-22.562862;-47.400218;1
35;3526902;6;-22.562902;-47.400088;1
35;3526902;6;-22.562967;-47.399985;1
35;3526902;1;-22.562898;-47.399881;1
35;3526902;6;-22.562817;-47.399826;1
35;3526902;6;-22.562912;-47.399449;1
35;3526902;6;-22.562852;-47.399435;1
35;3526902;6;-22.562995;-47.399245;1
35;3526902;6;-22.563130;-47.399187;1
35;3526902;7;-22.563062;-47.399167;1
35;3526902;1;-22.563138;-47.399170;1
35;3526902;1;-22.563126;-47.399142;1
35;3526902;6;-22.563133;-47.399053;1
35;3526902;6;-22.563177;-47.399080;1
35;3526902;6;-22.563193;-47.399032;1
35;3526902;6;-22.563410;-47.398976;1
35;3526902;6;-22.563578;-47.399348;1
35;3526902;6;-22.563821;-47.399593;1
35;3526902;6;-22.563571;-47.399749;1
35;3526902;6;-22.563627;-47.399889;1
35;3526902;6;-22.563487;-47.399923;1
35;3526902;6;-22.563560;-47.400013;1
35;3526902;6;-22.563415;-47.400055;1
35;3526902;6;-22.563251;-47.400194;1
35;3526902;6;-22.562487;-47.400818;1
35;3526902;6;-22.562389;-47.400853;1
35;3526902;6;-22.562259;-47.400765;1
35;3526902;5;-22.562259;-47.400765;1
35;3526902;6;-22.562191;-47.400552;1
35;3526902;6;-22.562160;-47.400626;1
35;3526902;6;-22.562185;-47.400660;1
35;3526902;6;-22.562192;-47.400672;1
35;3526902;6;-22.562097;-47.400557;1
35;3526902;6;-22.562099;-47.400523;1
35;3526902;6;-22.562150;-47.400345;1
35;3526902;6;-22.562230;-47.400101;1
35;3526902;6;-22.562369;-47.400043;1
35;3526902;6;-22.562377;-47.399991;1
35;3526902;6;-22.562440;-47.399935;1
35;3526902;6;-22.562511;-47.399886;1
35;3526902;6;-22.562763;-47.399795;1
35;3526902;6;-22.562738;-47.399772;1
35;3526902;1;-22.562754;-47.399735;1
35;3526902;1;-22.562770;-47.399836;1
35;3526902;6;-22.562770;-47.399836;1
35;3526902;1;-22.562838;-47.399838;1
35;3526902;6;-22.562838;-47.399838;1
35;3526902;6;-22.563025;-47.399951;1
35;3526902;6;-22.562832;-47.400105;1
35;3526902;6;-22.563072;-47.400132;1
35;3526902;6;-22.563140;-47.400326;1
35;3526902;6;-22.563023;-47.400564;1
35;3526902;6;-22.563017;-47.400553;1
35;3526902;6;-22.562815;-47.400670;1
35;3526902;6;-22.562884;-47.400539;1
